"资讯ID","资讯标题","分类(以|分割)","关键词(以,分割)"
"4701","缘分这东西，说来就来了，切勿逆行",,
"4702","铁路安全管理条例",,
"4703","市应急管理局举办2019年防灾减灾知识专题讲座",,
"4704","市应急管理局举办2019年防灾减灾知识专题讲座",,
"4706","嘿，兄弟，你这样翻护栏的样子真丑",,
"4707","嘿，兄弟，你这样翻护栏的样子真丑",,
"4708","停车！你不看红灯的吗？",,
"4709","停车！你不看红灯的吗？",,
"4715","深圳市应急管理局到小坞村开展结对帮扶及调研活动",,
"4716","深圳市应急管理局到小坞村开展结对帮扶及调研活动",,
"4719","广东省防总和市三防指挥部召开防台风工作视频会议",,
"4721","市安委办赴福田区调研“三小场所”",,
"4722","市安委办赴福田区调研“三小场所”",,
"4723","深圳市举行防御超强台风正面袭击桌面推演",,
"4724","深圳市举行防御超强台风正面袭击桌面推演",,
"4725","临沂市金山化工有限公司“2·3”较大爆燃事故调查报告",,"化工，苯甲醛，爆燃，较大事故"
"4726","临沂市金山化工有限公司“2·3”较大爆燃事故调查报告",,"化工，苯甲醛，爆燃，较大事故"
"4727","临沂市金山化工有限公司“2·3”较大爆燃事故调查报告",,"化工，苯甲醛，爆燃，较大事故"
"4728","临沂市金山化工有限公司“2·3”较大爆燃事故调查报告",,"化工，苯甲醛，爆燃，较大事故"
"4729","广东省地震局来我市调研地震相关工作",,
"4730","广东省地震局来我市调研地震相关工作",,
"4734","市应急指挥信息保障中心与南方科技大学地球与空间科学系签署合作框架协议",,
"4736","市应急指挥信息保障中心与南方科技大学地球与空间科学系签署合作框架协议",,
"4738","深圳市森林防灭火指挥部组织收听收看全国秋冬季森林草原防灭火工作电视电话会议",,
"4739","深圳市森林防灭火指挥部组织收听收看全国秋冬季森林草原防灭火工作电视电话会议",,
"4740","危险化学品安全管理条例",,
"4741","市应急管理局组织召开全市安全教育基地场馆建设座谈会",,
"4742","市应急管理局组织召开全市安全教育基地场馆建设座谈会",,
"4744","市应急管理局组织召开2019年社会应急力量座谈会",,
"4745","第四期：燃气使用安全堪忧，身边的“定时炸弹”何解？",,
"4746","市应急管理局组织召开2019年社会应急力量座谈会",,
"4748","第四期：燃气使用安全堪忧，身边的“定时炸弹”何解？",,
"4749","第四期：燃气使用安全堪忧，身边的“定时炸弹”何解？",,
"4750","第五期：面对突发地质灾害， 我们的“安全哨”准备好了吗？",,
"4751","第五期：面对突发地质灾害， 我们的“安全哨”准备好了吗？",,
"4753","安全生产许可证条例（2014年修正本）",,
"4754","第六期：备战“台风天团”安全警钟长鸣",,
"4755","第六期：备战“台风天团”安全警钟长鸣",,
"4757","第七期：危货运输现状直击，如何管住流动的安全风险？",,
"4758","第七期：危货运输现状直击，如何管住流动的安全风险？",,
"4764","市应急管理局董吉孝副局长应邀为安全生产监管工作专题研讨班讲课",,
"4765","第一期：触电，又是触电",,
"4766","市应急管理局董吉孝副局长应邀为安全生产监管工作专题研讨班讲课",,
"4767","第一期：触电，又是触电",,
"4768","市应急管理局组织召开国庆有关活动应急工作现场会",,
"4769","市应急管理局组织召开国庆有关活动应急工作现场会",,
"4772","市应急管理局召开“不忘初心、牢记使命”主题教育总结暨党组理论学习中心组专题讲座会议",,
"4773","市应急管理局召开“不忘初心、牢记使命”主题教育总结暨党组理论学习中心组专题讲座会议",,
"4774","一次救援，一双鞋",,
"4775","一次救援，一双鞋",,
"4776","一次救援，一双鞋",,
"4780","第二期：乘坐电梯，你还敢任性吗？",,
"4781","第二期：乘坐电梯，你还敢任性吗？",,
"4784","马兴瑞：压实责任精准发力确保安全稳定",,"马兴瑞,安全生产,电视电话会"
"4785","北京金隅集团（股份）涿鹿金隅水泥有限公司“1·9” 较大坍塌事故调查报告",,"坍塌事故，较大事故"
"4786","北京金隅集团（股份）涿鹿金隅水泥有限公司“1·9” 较大坍塌事故调查报告",,"坍塌事故，较大事故"
"4787","北京金隅集团（股份）涿鹿金隅水泥有限公司“1·9” 较大坍塌事故调查报告",,"坍塌事故，较大事故"
"4788","北京金隅集团（股份）涿鹿金隅水泥有限公司“1·9” 较大坍塌事故调查报告",,"坍塌事故，较大事故"
"4845","第三期：别让电单车“火”了要做到防患于未“燃”",,
"4847","第三期：别让电单车“火”了要做到防患于未“燃”",,
"4850","第四期：低空致命 需拧紧小散零星工程的“安全阀”",,
"4851","第四期：低空致命 需拧紧小散零星工程的“安全阀”",,
"4854","重大危险源管理",,"重大危险源，分级"
"4855","企业如何做好应急管理？",,"应急管理，应急响应，应急准备"
"4856","企业安全生产标准化如何做？",,"标准化，一级要素，分级 "
"4857","有限空间作业安全",,"有限空间"
"4864","《当危难来临》公众应急知识系列动画片-地震来了",,
"4865","《当危难来临》公众应急知识系列动画片-地震来了",,
"4866","《当危难来临》公众应急知识系列动画片-地震来了",,
"4867","福田消防安全系列动画-三小场所",,
"4868","福田消防安全系列动画-三小场所",,
"4869","莫让工伤造成二次伤害",,
"4870","莫让工伤造成二次伤害","公共安全",
"4873","生产安全事故应急条例",,
"4874","走路别做低头族",,
"4876","走路别做低头族",,
"4877","走路别做低头族",,
"4879","生产安全事故报告和调查处理条例",,
"4885","生产安全事故报告和调查处理条例",,
"4886","易制毒化学品管理条例",,
"4887","易制毒化学品管理条例",,
"4888","烟花爆竹安全管理条例",,
"4889","烟花爆竹安全管理条例",,
"4890","建设工程安全生产管理条例",,
"4891","建设工程安全生产管理条例",,
"4892","中华人民共和国行政监察法实施条例",,
"4894","中华人民共和国行政监察法实施条例",,
"4895","特种设备安全监察条例",,
"4896","特种设备安全监察条例",,
"4898","第八期：居民家中起火，物业公司为何被追责？",,
"4899","第八期：居民家中起火，物业公司为何被追责？",,
"4901","福田区安全宣传片",,
"4902","福田区安全宣传片",,
"4903","广东省安全生产条例",,
"4907","广东省安全生产条例",,
"4920","机械安全知识",,"机械，安全，伤害，预防"
"4921","机械安全知识",,"机械，安全，伤害，预防"
"4922","机械安全知识",,"机械，安全，伤害，预防"
"4930","第一期：龙华清除涉氨制冷重大隐患点",,
"4931","第一期：龙华清除涉氨制冷重大隐患点",,
"4932","第二期：安监查处柴油黑窝点 查扣“黑油”近一吨",,
"4934","第二期：安监查处柴油黑窝点，查扣“黑油”近一吨",,
"4941","第三期：国庆假期来临 海边游玩要注意",,
"4943","第三期：国庆假期来临，海边游玩要注意",,
"4950","第四期：宝安西乡铁拳拆彩钢板",,
"4951","第四期：消除隐患不容缓，西乡街道再“出拳”",,
"4955","广东省行政执法责任制条例",,"地方性法规"
"4956","广东省行政执法责任制条例",,"地方性法规"
"4963","断线蓝风筝",,
"4964","断线蓝风筝",,
"4965","夺命电风扇",,
"4966","夺命电风扇",,
"4970","沉重的电动车",,
"4971","沉重的电动车",,
"4973","国家防总部署全国汛期灾害隐患排查防范工作",,
"4974","国家防总部署全国汛期灾害隐患排查防范工作",,
"4975","黄明：以高度思想自觉政治自觉行动自觉防控风险，为70周年营造安全稳定环境",,
"4976","黄明：以高度思想自觉政治自觉行动自觉防控风险，为70周年营造安全稳定环境",,
"4979","黄明：奋力推进新时代应急管理事业改革发展",,
"4980","黄明：奋力推进新时代应急管理事业改革发展",,
"4981","家人盼您平安归来",,
"4982","家人盼您平安归来",,
"4984","莫让工伤造成二次伤害",,
"4985","莫让工伤造成二次伤害",,
"4986","黄明与消防救援队伍新任总队级主官集体谈话：以保民平安为民奉献的实际行动践行初心使命",,
"4987","黄明与消防救援队伍新任总队级主官集体谈话：以保民平安为民奉献的实际行动践行初心使命",,
"4990","应急管理部部署当前防汛救援和暑期安全工作：加强防灾避险宣传教育 落实各项安全措施",,
"4991","应急管理部部署当前防汛救援和暑期安全工作：加强防灾避险宣传教育 落实各项安全措施",,
"4994","危险化学品安全使用许可证实施办法",,"应急管理部，部门规章"
"4995","危险化学品安全使用许可证实施办法",,"应急管理部，部门规章"
"4996","危险化学品输送管道安全管理规定",,"应急管理部，部门规章"
"4997","危险化学品输送管道安全管理规定",,"应急管理部，部门规章"
"4998","危险化学品经营许可证管理办法",,"应急管理部，部门规章"
"4999","危险化学品经营许可证管理办法",,"应急管理部，部门规章"
"5002","危险化学品建设项目安全监督管理办法",,"应急管理部，部门规章"
"5003","危险化学品建设项目安全监督管理办法",,"应急管理部，部门规章"
"5004","危险化学品生产企业安全生产许可证实施办法",,"应急管理部，部门规章"
"5005","危险化学品生产企业安全生产许可证实施办法",,"应急管理部，部门规章"
"5006","生产经营单位安全培训规定",,"应急管理部，部门规章"
"5007","生产经营单位安全培训规定",,"应急管理部，部门规章"
"5008","安全生产检测检验机构管理规定",,"应急管理部，部门规章"
"5012","安全评价机构管理规定",,"应急管理部，部门规章"
"5014","特种作业人员安全技术培训考核管理规定",,"应急管理部，部门规章"
"5015","特种作业人员安全技术培训考核管理规定",,"应急管理部，部门规章"
"5019","有限空间安全知识",,"有限空间，知识手册，福田区"
"5055","2018年“5·4”平湖华南城垮塌事故",,
"5056","2018年“5·4”平湖华南城垮塌事故",,
"5060","龙华区生产安全警示录",,
"5061","龙华区生产安全警示录",,
"5062","食品生产企业安全生产监督管理暂行规定",,
"5063","食品生产企业安全生产监督管理暂行规定",,
"5067","安全生产培训管理办法",,
"5068","安全生产培训管理办法",,
"5071","宝安区工矿企业安全事故警示片",,
"5073","宝安区工矿企业安全事故警示片",,
